Nama_Bahan,Satuan,Harga_Rata_Rata,Bulan,Tahun
Garam Beryodium Halus,kg,8174,Januari,2020
Ikan Kembung / kg,kg,28086,November,2020
ikan Tuna / kg,kg,34890,November,2020
Ikan Tongkol / kg,kg,27660,November,2020
Ikan Cakalang / kg,kg,28196,November,2020
Beras Bengawan,kg,11355,Desember,2020
Beras Mentik,kg,11033,Desember,2020
Beras IR 64,kg,9689,Desember,2020
Gula Pasir Dalam Negri / kg,kg,12250,Desember,2020
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,11662,Desember,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 2 Liter,2 Liter,25946,Desember,2020
Minyak Goreng Curah / kg (liter),kg,12820,Desember,2020
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13820,Desember,2020
Daging Sapi Murni / kg,kg,108622,Desember,2020
Garam Beryodium Halus,kg,8041,Februari,2020
Garam Beryodium Halus,kg,7974,Maret,2020
Telur Ayam Ras (Petelur) / kg,kg,25440,Desember,2020
Garam Beryodium Halus,kg,8022,April,2020
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,10089,Desember,2020
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,9895,Desember,2020
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39295,Desember,2020
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,37868,Desember,2020
Jagung Pipilan Kering / kg,kg,6394,Desember,2020
Garam Beryodium Bata / buah,Buah,1695,Desember,2020
Garam Beryodium Halus,kg,8033,Mei,2020
Tepung Terigu / kg,kg,8183,Desember,2020
Kacang Kedelai Eks Impor / kg,kg,9009,Desember,2020
Kacang Kedelai Lokal,kg,9128,Desember,2020
Indomie Rasa Kari Ayam / bungkus,Bungkus,2432,Desember,2020
Cabe Merah Besar Keriting / kg,kg,47705,Desember,2020
Cabe Merah Besar,kg,49040,Desember,2020
Cabe Rawit / kg,kg,42533,Desember,2020
Bawang Merah,kg,29424,Desember,2020
Bawang Putih,kg,21845,Desember,2020
Ikan Asin Teri / kg,kg,65846,Desember,2020
Kacang Hijau / kg,kg,20356,Desember,2020
Kacang Tanah / kg,kg,24557,Desember,2020
Ketela Pohon / kg,kg,4414,Desember,2020
Kol/kubis (/kg),kg,9183,Desember,2020
Kentang / kg,kg,12472,Desember,2020
Tomat / kg,kg,11253,Desember,2020
Wortel / kg,kg,9784,Desember,2020
Buncis,kg,9713,Desember,2020
Garam Beryodium Halus,kg,7998,Juni,2020
Ikan Kembung / kg,kg,28446,Desember,2020
ikan Tuna / kg,kg,35048,Desember,2020
Ikan Tongkol / kg,kg,27993,Desember,2020
Ikan Cakalang / kg,kg,28565,Desember,2020
Beras Bengawan,kg,11371,Januari,2021
Beras Mentik,kg,11051,Januari,2021
Beras IR 64,kg,9697,Januari,2021
Gula Pasir Dalam Negri,kg,12229,Januari,2021
Garam Beryodium Halus,kg,8081,Juli,2020
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,26316,Januari,2021
Tanpa Merk / Minyak Curah,kg,13015,Januari,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13904,Januari,2021
Daging Sapi Murni,kg,108907,Januari,2021
Garam Beryodium Halus,kg,8108,Agustus,2020
Garam Beryodium Halus,kg,8093,September,2020
Telur Ayam Ras / Petelur,kg,22295,Januari,2021
Garam Beryodium Halus,kg,8109,Oktober,2020
Susu Kental Manis Merk Bendera,397 gr/kl,10127,Januari,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9912,Januari,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39285,Januari,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37853,Januari,2021
JAGUNG PIPILAN KERING,kg,6451,Januari,2021
Garam Beryodium Bata,Buah,1624,Januari,2021
Garam Beryodium Halus,kg,8114,November,2020
Tepung terigu Segitiga Biru,kg,8279,Januari,2021
KACANG Kedelai Eks Impor,kg,9845,Januari,2021
Kacang Kedelai Lokal,kg,9976,Januari,2021
Indomie Rasa Kari Ayam,Bungkus,2433,Januari,2021
Cabe Keriting,kg,43240,Januari,2021
Cabe Biasa,kg,34883,Januari,2021
Cabe Rawit,kg,65757,Januari,2021
Bawang Merah,kg,25103,Januari,2021
Bawang Putih,kg,21456,Januari,2021
IKAN ASIN TERI,kg,66725,Januari,2021
KACANG HIJAU,kg,20262,Januari,2021
KACANG TANAH,kg,24390,Januari,2021
KETELA POHON,kg,4340,Januari,2021
KOL/KUBIS,kg,10164,Januari,2021
KENTANG,kg,12664,Januari,2021
TOMAT,kg,8321,Januari,2021
WORTEL,kg,11039,Januari,2021
Buncis,kg,11001,Januari,2021
Garam Beryodium Halus,kg,8097,Desember,2020
Ikan Kembung,kg,28781,Januari,2021
Ikan Tuna,kg,34937,Januari,2021
ikan Tongkol,kg,28037,Januari,2021
ikan cakalang,kg,28652,Januari,2021
Beras Bengawan,kg,11357,Februari,2021
Beras Mentik,kg,11072,Februari,2021
Beras IR 64,kg,9667,Februari,2021
Gula Pasir Dalam Negri,kg,12119,Februari,2021
Garam Beryodium Halus,kg,7908,Januari,2021
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,26488,Februari,2021
Tanpa Merk / Minyak Curah,kg,12919,Februari,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,13994,Februari,2021
Daging Sapi Murni,kg,109168,Februari,2021
Garam Beryodium Halus,kg,7906,Februari,2021
Garam Beryodium Halus,kg,7923,Maret,2021
Telur Ayam Ras / Petelur,kg,22263,Februari,2021
Garam Beryodium Halus,kg,8048,April,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10145,Februari,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9921,Februari,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39249,Februari,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37852,Februari,2021
JAGUNG PIPILAN KERING,kg,6424,Februari,2021
Garam Beryodium Bata,Buah,1613,Februari,2021
Garam Beryodium Halus,kg,8127,Mei,2021
Tepung terigu Segitiga Biru,kg,8308,Februari,2021
KACANG Kedelai Eks Impor,kg,9974,Februari,2021
Kacang Kedelai Lokal,kg,10165,Februari,2021
Indomie Rasa Kari Ayam,Bungkus,2446,Februari,2021
Cabe Keriting,kg,45781,Februari,2021
Cabe Biasa,kg,40021,Februari,2021
Cabe Rawit,kg,74314,Februari,2021
Bawang Merah,kg,24922,Februari,2021
Bawang Putih,kg,22517,Februari,2021
IKAN ASIN TERI,kg,67107,Februari,2021
KACANG HIJAU,kg,20730,Februari,2021
KACANG TANAH,kg,24444,Februari,2021
KETELA POHON,kg,4314,Februari,2021
KOL/KUBIS,kg,9384,Februari,2021
KENTANG,kg,12593,Februari,2021
TOMAT,kg,7231,Februari,2021
WORTEL,kg,10902,Februari,2021
Buncis,kg,12038,Februari,2021
Garam Beryodium Halus,kg,8109,Juni,2021
Ikan Kembung,kg,28971,Februari,2021
Ikan Tuna,kg,36048,Februari,2021
ikan Tongkol,kg,28477,Februari,2021
ikan cakalang,kg,29173,Februari,2021
Beras Bengawan,kg,11351,Maret,2021
Beras Mentik,kg,11057,Maret,2021
Beras IR 64,kg,9645,Maret,2021
Gula Pasir Dalam Negri,kg,12095,Maret,2021
Garam Beryodium Halus,kg,8100,Juli,2021
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,26683,Maret,2021
Tanpa Merk / Minyak Curah,kg,13110,Maret,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14031,Maret,2021
Daging Sapi Murni,kg,109205,Maret,2021
Garam Beryodium Halus,kg,8082,Agustus,2021
Garam Beryodium Halus,kg,8077,September,2021
Telur Ayam Ras / Petelur,kg,22045,Maret,2021
Garam Beryodium Halus,kg,7946,Oktober,2021
Susu Kental Manis Merk Bendera,397 gr/kl,10152,Maret,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9923,Maret,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39378,Maret,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37922,Maret,2021
JAGUNG PIPILAN KERING,kg,6454,Maret,2021
Garam Beryodium Bata,Buah,1634,Maret,2021
Garam Beryodium Halus,kg,7812,November,2021
Tepung terigu Segitiga Biru,kg,8414,Maret,2021
KACANG Kedelai Eks Impor,kg,10253,Maret,2021
Kacang Kedelai Lokal,kg,10505,Maret,2021
Indomie Rasa Kari Ayam,Bungkus,2463,Maret,2021
Cabe Keriting,kg,47396,Maret,2021
Cabe Biasa,kg,37763,Maret,2021
Cabe Rawit,kg,103157,Maret,2021
Bawang Merah,kg,29579,Maret,2021
Bawang Putih,kg,23347,Maret,2021
IKAN ASIN TERI,kg,68410,Maret,2021
KACANG HIJAU,kg,21674,Maret,2021
KACANG TANAH,kg,24729,Maret,2021
KETELA POHON,kg,4299,Maret,2021
KOL/KUBIS,kg,8036,Maret,2021
KENTANG,kg,12529,Maret,2021
TOMAT,kg,7066,Maret,2021
WORTEL,kg,10137,Maret,2021
Buncis,kg,10557,Maret,2021
Garam Beryodium Halus,kg,7772,Desember,2021
Ikan Kembung,kg,28929,Maret,2021
Ikan Tuna,kg,36852,Maret,2021
ikan Tongkol,kg,28802,Maret,2021
ikan cakalang,kg,29443,Maret,2021
Beras Bengawan,kg,11321,April,2021
Beras Mentik,kg,11019,April,2021
Beras IR 64,kg,9594,April,2021
Gula Pasir Dalam Negri,kg,12102,April,2021
Garam Beryodium Halus,kg,8090,Januari,2022
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,26996,April,2021
Tanpa Merk / Minyak Curah,kg,13364,April,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14170,April,2021
Daging Sapi Murni,kg,109562,April,2021
Garam Beryodium Halus,kg,8118,Februari,2022
Garam Beryodium Halus,kg,8167,Maret,2022
Telur Ayam Ras / Petelur,kg,22733,April,2021
Garam Beryodium Halus,kg,8132,April,2022
Susu Kental Manis Merk Bendera,397 gr/kl,10167,April,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9933,April,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39238,April,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37776,April,2021
JAGUNG PIPILAN KERING,kg,6534,April,2021
Garam Beryodium Bata,Buah,1609,April,2021
Garam Beryodium Halus,kg,8089,Mei,2022
Tepung terigu Segitiga Biru,kg,8426,April,2021
KACANG Kedelai Eks Impor,kg,10388,April,2021
Kacang Kedelai Lokal,kg,10820,April,2021
Indomie Rasa Kari Ayam,Bungkus,2478,April,2021
Cabe Keriting,kg,44628,April,2021
Cabe Biasa,kg,45915,April,2021
Cabe Rawit,kg,55589,April,2021
Bawang Merah,kg,26785,April,2021
Bawang Putih,kg,23915,April,2021
IKAN ASIN TERI,kg,68513,April,2021
KACANG HIJAU,kg,23266,April,2021
KACANG TANAH,kg,25771,April,2021
KETELA POHON,kg,4315,April,2021
KOL/KUBIS,kg,7217,April,2021
KENTANG,kg,12702,April,2021
TOMAT,kg,7386,April,2021
WORTEL,kg,9736,April,2021
Buncis,kg,9041,April,2021
Garam Beryodium Halus,kg,8059,Juni,2022
Ikan Kembung,kg,29079,April,2021
Ikan Tuna,kg,36637,April,2021
ikan Tongkol,kg,28769,April,2021
ikan cakalang,kg,29553,April,2021
Beras Bengawan,kg,11292,Mei,2021
Beras Mentik,kg,10984,Mei,2021
Beras IR 64,kg,9565,Mei,2021
Gula Pasir Dalam Negri,kg,12101,Mei,2021
Garam Beryodium Halus,kg,8077,Juli,2022
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,27331,Mei,2021
Tanpa Merk / Minyak Curah,kg,13925,Mei,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14373,Mei,2021
Daging Sapi Murni,kg,112352,Mei,2021
Garam Beryodium Halus,kg,8095,Agustus,2022
Garam Beryodium Halus,kg,8057,September,2022
Telur Ayam Ras / Petelur,kg,22096,Mei,2021
Garam Beryodium Halus,kg,8051,Oktober,2022
Susu Kental Manis Merk Bendera,397 gr/kl,10162,Mei,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9964,Mei,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39282,Mei,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37856,Mei,2021
JAGUNG PIPILAN KERING,kg,6742,Mei,2021
Garam Beryodium Bata,Buah,1604,Mei,2021
Garam Beryodium Halus,kg,8077,November,2022
Tepung terigu Segitiga Biru,kg,8450,Mei,2021
KACANG Kedelai Eks Impor,kg,10671,Mei,2021
Kacang Kedelai Lokal,kg,11045,Mei,2021
Indomie Rasa Kari Ayam,Bungkus,2493,Mei,2021
Cabe Keriting,kg,35430,Mei,2021
Cabe Biasa,kg,36327,Mei,2021
Cabe Rawit,kg,42878,Mei,2021
Bawang Merah,kg,25677,Mei,2021
Bawang Putih,kg,23856,Mei,2021
IKAN ASIN TERI,kg,68412,Mei,2021
KACANG HIJAU,kg,23743,Mei,2021
KACANG TANAH,kg,26542,Mei,2021
KETELA POHON,kg,4329,Mei,2021
KOL/KUBIS,kg,6818,Mei,2021
KENTANG,kg,13167,Mei,2021
TOMAT,kg,7510,Mei,2021
WORTEL,kg,9822,Mei,2021
Buncis,kg,9150,Mei,2021
Garam Beryodium Halus,kg,8230,Desember,2022
Ikan Kembung,kg,29088,Mei,2021
Ikan Tuna,kg,36775,Mei,2021
ikan Tongkol,kg,28786,Mei,2021
ikan cakalang,kg,29636,Mei,2021
Beras Bengawan,kg,11294,Juni,2021
Beras Mentik,kg,10930,Juni,2021
Beras IR 64,kg,9515,Juni,2021
Gula Pasir Dalam Negri,kg,12027,Juni,2021
Garam Beryodium Halus,kg,8473,Januari,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,27764,Juni,2021
Tanpa Merk / Minyak Curah,kg,14017,Juni,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14476,Juni,2021
Daging Sapi Murni,kg,110439,Juni,2021
Garam Beryodium Halus,kg,8608,Februari,2023
Garam Beryodium Halus,kg,8755,Maret,2023
Telur Ayam Ras / Petelur,kg,22775,Juni,2021
Garam Beryodium Halus,kg,8591,April,2023
Susu Kental Manis Merk Bendera,397 gr/kl,10161,Juni,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,10003,Juni,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39256,Juni,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37777,Juni,2021
JAGUNG PIPILAN KERING,kg,6876,Juni,2021
Garam Beryodium Bata,Buah,1575,Juni,2021
Garam Beryodium Halus,kg,8636,Mei,2023
Tepung terigu Segitiga Biru,kg,8425,Juni,2021
KACANG Kedelai Eks Impor,kg,11076,Juni,2021
Kacang Kedelai Lokal,kg,11437,Juni,2021
Indomie Rasa Kari Ayam,Bungkus,2500,Juni,2021
Cabe Keriting,kg,23453,Juni,2021
Cabe Biasa,kg,22403,Juni,2021
Cabe Rawit,kg,33544,Juni,2021
Bawang Merah,kg,24933,Juni,2021
Bawang Putih,kg,23325,Juni,2021
IKAN ASIN TERI,kg,68342,Juni,2021
KACANG HIJAU,kg,23344,Juni,2021
KACANG TANAH,kg,26319,Juni,2021
KETELA POHON,kg,4360,Juni,2021
KOL/KUBIS,kg,6272,Juni,2021
KENTANG,kg,12994,Juni,2021
TOMAT,kg,7058,Juni,2021
WORTEL,kg,9596,Juni,2021
Buncis,kg,11049,Juni,2021
Garam Beryodium Halus,kg,8832,Juni,2023
Ikan Kembung,kg,28921,Juni,2021
Ikan Tuna,kg,36849,Juni,2021
ikan Tongkol,kg,28732,Juni,2021
ikan cakalang,kg,29305,Juni,2021
Beras Bengawan,kg,11270,Juli,2021
Beras Mentik,kg,10870,Juli,2021
Beras IR 64,kg,9357,Juli,2021
Gula Pasir Dalam Negri,kg,11970,Juli,2021
Garam Beryodium Halus,kg,8831,Juli,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,28015,Juli,2021
Tanpa Merk / Minyak Curah,kg,13876,Juli,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14569,Juli,2021
Daging Sapi Murni,kg,110312,Juli,2021
Ikan Bandeng,kg,26752,Januari,2018
Ikan Bandeng,kg,26935,Februari,2018
Telur Ayam Ras / Petelur,kg,22053,Juli,2021
Ikan Bandeng,kg,26839,Maret,2018
Susu Kental Manis Merk Bendera,397 gr/kl,10458,Juli,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9993,Juli,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39151,Juli,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,37664,Juli,2021
JAGUNG PIPILAN KERING,kg,7086,Juli,2021
Garam Beryodium Bata,Buah,1473,Juli,2021
Ikan Bandeng,kg,26743,April,2018
Tepung terigu Segitiga Biru,kg,8428,Juli,2021
KACANG Kedelai Eks Impor,kg,11072,Juli,2021
Kacang Kedelai Lokal,kg,11671,Juli,2021
Indomie Rasa Kari Ayam,Bungkus,2556,Juli,2021
Cabe Keriting,kg,22927,Juli,2021
Cabe Biasa,kg,20244,Juli,2021
Cabe Rawit,kg,52188,Juli,2021
Bawang Merah,kg,27631,Juli,2021
Bawang Putih,kg,23266,Juli,2021
IKAN ASIN TERI,kg,68100,Juli,2021
KACANG HIJAU,kg,23065,Juli,2021
KACANG TANAH,kg,25953,Juli,2021
KETELA POHON,kg,4403,Juli,2021
KOL/KUBIS,kg,6304,Juli,2021
KENTANG,kg,12738,Juli,2021
TOMAT,kg,12155,Juli,2021
WORTEL,kg,9757,Juli,2021
Buncis,kg,11061,Juli,2021
Ikan Bandeng,kg,26828,Mei,2018
Ikan Kembung,kg,29373,Juli,2021
Ikan Tuna,kg,36717,Juli,2021
ikan Tongkol,kg,28851,Juli,2021
ikan cakalang,kg,29404,Juli,2021
Beras Bengawan,kg,11236,Agustus,2021
Beras Mentik,kg,10851,Agustus,2021
Beras IR 64,kg,9285,Agustus,2021
Gula Pasir Dalam Negri,kg,11929,Agustus,2021
Garam Beryodium Halus,kg,8803,Agustus,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,28337,Agustus,2021
Tanpa Merk / Minyak Curah,kg,14557,Agustus,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,14783,Agustus,2021
Daging Sapi Murni,kg,110254,Agustus,2021
Ikan Bandeng,kg,26826,Juni,2018
Ikan Bandeng,kg,26857,Juli,2018
Telur Ayam Ras / Petelur,kg,21944,Agustus,2021
Ikan Bandeng,kg,27450,Agustus,2018
Susu Kental Manis Merk Bendera,397 gr/kl,10438,Agustus,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,10054,Agustus,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39543,Agustus,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38189,Agustus,2021
JAGUNG PIPILAN KERING,kg,7190,Agustus,2021
Garam Beryodium Bata,Buah,1462,Agustus,2021
Ikan Bandeng,kg,27707,September,2018
Tepung terigu Segitiga Biru,kg,8663,Agustus,2021
KACANG Kedelai Eks Impor,kg,11122,Agustus,2021
Kacang Kedelai Lokal,kg,11619,Agustus,2021
Indomie Rasa Kari Ayam,Bungkus,2580,Agustus,2021
Cabe Keriting,kg,18796,Agustus,2021
Cabe Biasa,kg,16422,Agustus,2021
Cabe Rawit,kg,23022,Agustus,2021
Bawang Merah,kg,26301,Agustus,2021
Bawang Putih,kg,23742,Agustus,2021
IKAN ASIN TERI,kg,68328,Agustus,2021
KACANG HIJAU,kg,22641,Agustus,2021
KACANG TANAH,kg,25862,Agustus,2021
KETELA POHON,kg,4266,Agustus,2021
KOL/KUBIS,kg,6730,Agustus,2021
KENTANG,kg,12972,Agustus,2021
TOMAT,kg,15714,Agustus,2021
WORTEL,kg,10146,Agustus,2021
Buncis,kg,8581,Agustus,2021
Ikan Bandeng,kg,27876,Oktober,2018
Ikan Kembung,kg,29731,Agustus,2021
Ikan Tuna,kg,36542,Agustus,2021
ikan Tongkol,kg,29179,Agustus,2021
ikan cakalang,kg,29514,Agustus,2021
Beras Bengawan,kg,11242,September,2021
Beras Mentik,kg,10836,September,2021
Beras IR 64,kg,9282,September,2021
Gula Pasir Dalam Negri,kg,11919,September,2021
Garam Beryodium Halus,kg,8829,September,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,28672,September,2021
Tanpa Merk / Minyak Curah,kg,14963,September,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,15009,September,2021
Daging Sapi Murni,kg,110425,September,2021
Ikan Bandeng,kg,28285,November,2018
Ikan Bandeng,kg,28398,Desember,2018
Telur Ayam Ras / Petelur,kg,18844,September,2021
Ikan Bandeng,kg,28417,Januari,2019
Susu Kental Manis Merk Bendera,397 gr/kl,10224,September,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,10018,September,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39618,September,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38317,September,2021
JAGUNG PIPILAN KERING,kg,7234,September,2021
Garam Beryodium Bata,Buah,1476,September,2021
Ikan Bandeng,kg,28141,Februari,2019
Tepung terigu Segitiga Biru,kg,8511,September,2021
KACANG Kedelai Eks Impor,kg,10973,September,2021
Kacang Kedelai Lokal,kg,11623,September,2021
Indomie Rasa Kari Ayam,Bungkus,2805,September,2021
Cabe Keriting,kg,17150,September,2021
Cabe Biasa,kg,15868,September,2021
Cabe Rawit,kg,16871,September,2021
Bawang Merah,kg,21564,September,2021
Bawang Putih,kg,22762,September,2021
IKAN ASIN TERI,kg,68562,September,2021
KACANG HIJAU,kg,22369,September,2021
KACANG TANAH,kg,26007,September,2021
KETELA POHON,kg,4276,September,2021
KOL/KUBIS,kg,8076,September,2021
KENTANG,kg,12977,September,2021
TOMAT,kg,11277,September,2021
WORTEL,kg,9646,September,2021
Buncis,kg,8403,September,2021
Ikan Bandeng,kg,27816,Maret,2019
Ikan Kembung,kg,29912,September,2021
Ikan Tuna,kg,36444,September,2021
ikan Tongkol,kg,29167,September,2021
ikan cakalang,kg,29734,September,2021
Beras Bengawan,kg,11250,Oktober,2021
Beras Mentik,kg,10854,Oktober,2021
Beras IR 64,kg,9311,Oktober,2021
Gula Pasir Dalam Negri,kg,11980,Oktober,2021
Garam Beryodium Halus,kg,8842,Oktober,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,29644,Oktober,2021
Tanpa Merk / Minyak Curah,kg,15783,Oktober,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,15516,Oktober,2021
Daging Sapi Murni,kg,109865,Oktober,2021
Ikan Bandeng,kg,27579,April,2019
Ikan Bandeng,kg,27639,Mei,2019
Telur Ayam Ras / Petelur,kg,18096,Oktober,2021
Ikan Bandeng,kg,27506,Juni,2019
Susu Kental Manis Merk Bendera,397 gr/kl,10171,Oktober,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,9973,Oktober,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39503,Oktober,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38314,Oktober,2021
JAGUNG PIPILAN KERING,kg,7269,Oktober,2021
Garam Beryodium Bata,Buah,1510,Oktober,2021
Ikan Bandeng,kg,27279,Juli,2019
Tepung terigu Segitiga Biru,kg,8401,Oktober,2021
KACANG Kedelai Eks Impor,kg,10986,Oktober,2021
Kacang Kedelai Lokal,kg,11606,Oktober,2021
Indomie Rasa Kari Ayam,Bungkus,2731,Oktober,2021
Cabe Keriting,kg,24226,Oktober,2021
Cabe Biasa,kg,23405,Oktober,2021
Cabe Rawit,kg,19205,Oktober,2021
Bawang Merah,kg,22363,Oktober,2021
Bawang Putih,kg,22633,Oktober,2021
IKAN ASIN TERI,kg,68844,Oktober,2021
KACANG HIJAU,kg,22043,Oktober,2021
KACANG TANAH,kg,26025,Oktober,2021
KETELA POHON,kg,4281,Oktober,2021
KOL/KUBIS,kg,8039,Oktober,2021
KENTANG,kg,12994,Oktober,2021
TOMAT,kg,6754,Oktober,2021
WORTEL,kg,9536,Oktober,2021
Buncis,kg,9677,Oktober,2021
Ikan Bandeng,kg,27163,Agustus,2019
Ikan Kembung,kg,29820,Oktober,2021
Ikan Tuna,kg,36324,Oktober,2021
ikan Tongkol,kg,29205,Oktober,2021
ikan cakalang,kg,29899,Oktober,2021
Beras Bengawan,kg,11213,November,2021
Beras Mentik,kg,10861,November,2021
Beras IR 64,kg,9311,November,2021
Gula Pasir Dalam Negri,kg,12007,November,2021
Garam Beryodium Halus,kg,8844,November,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,33761,November,2021
Tanpa Merk / Minyak Curah,kg,18020,November,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,17636,November,2021
Daging Sapi Murni,kg,110362,November,2021
Ikan Bandeng,kg,27374,September,2019
Ikan Bandeng,kg,27517,Oktober,2019
Telur Ayam Ras / Petelur,kg,21895,November,2021
Ikan Bandeng,kg,27892,November,2019
Susu Kental Manis Merk Bendera,397 gr/kl,10252,November,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,10029,November,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39528,November,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38356,November,2021
JAGUNG PIPILAN KERING,kg,7251,November,2021
Garam Beryodium Bata,Buah,1513,November,2021
Ikan Bandeng,kg,28298,Desember,2019
Tepung terigu Segitiga Biru,kg,8462,November,2021
KACANG Kedelai Eks Impor,kg,10994,November,2021
Kacang Kedelai Lokal,kg,11508,November,2021
Indomie Rasa Kari Ayam,Bungkus,2524,November,2021
Cabe Keriting,kg,29980,November,2021
Cabe Biasa,kg,26587,November,2021
Cabe Rawit,kg,19026,November,2021
Bawang Merah,kg,20682,November,2021
Bawang Putih,kg,22404,November,2021
IKAN ASIN TERI,kg,69109,November,2021
KACANG HIJAU,kg,21837,November,2021
KACANG TANAH,kg,25908,November,2021
KETELA POHON,kg,4276,November,2021
KOL/KUBIS,kg,6995,November,2021
KENTANG,kg,12815,November,2021
TOMAT,kg,5458,November,2021
WORTEL,kg,9704,November,2021
Buncis,kg,9644,November,2021
Ikan Bandeng,kg,28620,Januari,2020
Ikan Kembung,kg,29918,November,2021
Ikan Tuna,kg,36455,November,2021
ikan Tongkol,kg,29487,November,2021
ikan cakalang,kg,29923,November,2021
Beras Bengawan,kg,11231,Desember,2021
Beras Mentik,kg,10885,Desember,2021
Beras IR 64,kg,9348,Desember,2021
Gula Pasir Dalam Negri,kg,12053,Desember,2021
Garam Beryodium Halus,kg,8905,Desember,2023
Bimoli botol/Kemasan (sps) 2 liter,2 Liter,36735,Desember,2021
Tanpa Merk / Minyak Curah,kg,18702,Desember,2021
Minyak Goreng Bimoli Botol/Kemasan (sps) 1 Liter,1 liter,18836,Desember,2021
Daging Sapi Murni,kg,110403,Desember,2021
Ikan Bandeng,kg,28367,Februari,2020
Ikan Bandeng,kg,28413,Maret,2020
Telur Ayam Ras / Petelur,kg,24083,Desember,2021
Ikan Bandeng,kg,28280,April,2020
Susu Kental Manis Merk Bendera,397 gr/kl,10381,Desember,2021
Susu Kental Manis Merk Indomilk,390 gr/kl,10070,Desember,2021
Susu Bubuk Merk Bendera (Instant),400 gr/dos,39329,Desember,2021
Susu Bubuk Merk Indomilk (Instant),400 gr/dos,38146,Desember,2021
JAGUNG PIPILAN KERING,kg,7217,Desember,2021
